tig00000001_pilon	NZ_CP038996.1	99.844	12782	8	5	1805119	1817896	404198	416971	0.0	23483
tig00000001_pilon	NZ_CP038996.1	99.921	12732	10	0	948137	960868	2214055	2226786	0.0	23457
tig00000001_pilon	NZ_CP038996.1	99.702	12426	37	0	846040	858465	867743	855318	0.0	22742
tig00000001_pilon	NZ_CP038996.1	99.298	12116	84	1	1856883	1868997	464369	476484	0.0	21902
tig00000001_pilon	NZ_CP038996.1	99.543	11806	50	3	2442167	2453970	1943770	1931967	0.0	21499
tig00000001_pilon	NZ_CP038996.1	99.667	11700	34	4	1121132	1132828	2493466	2505163	0.0	21385
tig00000001_pilon	NZ_CP038996.1	99.991	11452	1	0	2340739	2352190	2075925	2064474	0.0	21143
tig00000001_pilon	NZ_CP038996.1	99.912	11387	7	1	801684	813070	910420	899037	0.0	20969
tig00000001_pilon	NZ_CP038996.1	99.555	11466	48	3	2543585	2555049	1843764	1832301	0.0	20888
tig00000001_pilon	NZ_CP038996.1	99.271	10704	72	4	1794369	1805067	393501	404203	0.0	19330
tig00000001_pilon	NZ_CP038996.1	99.932	10362	7	0	308709	319070	1414721	1404360	0.0	19097
tig00000001_pilon	NZ_CP038996.1	99.254	10315	73	4	1640942	1651253	224004	234317	0.0	18619
tig00000001_pilon	NZ_CP038996.1	99.861	9362	12	1	6451	15812	1677068	1667708	0.0	17215
tig00000001_pilon	NZ_CP038996.1	99.925	9328	5	1	1077386	1086713	2446386	2455711	0.0	17186
tig00000001_pilon	NZ_CP038996.1	99.957	9279	4	0	722957	732235	997153	987875	0.0	17114
tig00000001_pilon	NZ_CP038996.1	99.731	9308	24	1	1504716	1514023	92316	101622	0.0	17049
tig00000001_pilon	NZ_CP038996.1	99.856	9027	11	2	2647820	2656846	1743597	1734573	0.0	16596
tig00000001_pilon	NZ_CP038996.1	99.914	8167	7	0	1160842	1169008	2533455	2541621	0.0	15043
tig00000001_pilon	NZ_CP038996.1	99.900	7968	8	0	1086668	1094635	2455790	2463757	0.0	14670
tig00000001_pilon	NZ_CP038996.1	99.381	7922	48	1	1618707	1626627	208279	216200	0.0	14356
tig00000001_pilon	NZ_CP038996.1	99.268	7517	52	3	2198445	2205959	2001108	1993593	0.0	13573
tig00000001_pilon	NZ_CP038996.1	99.539	7379	27	4	1585655	1593032	173339	180711	0.0	13431
tig00000001_pilon	NZ_CP038996.1	99.986	7161	1	0	605373	612533	1117630	1110470	0.0	13219
tig00000001_pilon	NZ_CP038996.1	99.331	7174	27	3	2740942	2748095	1704872	1697700	0.0	12962
tig00000001_pilon	NZ_CP038996.1	99.684	6641	19	2	2179404	2186043	2018528	2011889	0.0	12146
tig00000001_pilon	NZ_CP038996.1	99.894	6592	6	1	1817893	1824483	418032	424623	0.0	12133
tig00000001_pilon	NZ_CP038996.1	99.909	6570	6	0	1277574	1284143	2659394	2665963	0.0	12100
tig00000001_pilon	NZ_CP038996.1	99.013	6684	59	5	132301	138980	1589916	1583236	0.0	11971
tig00000001_pilon	NZ_CP038996.1	99.382	5985	37	0	2627226	2633210	1763714	1757730	0.0	10848
tig00000001_pilon	NZ_CP038996.1	99.871	5439	6	1	1020	6458	1685531	1680094	0.0	10004
tig00000001_pilon	NZ_CP038996.1	99.725	5458	12	3	1393548	1399004	2054210	2059665	0.0	9993
tig00000001_pilon	NZ_CP038996.1	99.725	5457	12	3	2355216	2360670	2778275	2772820	0.0	9991
tig00000001_pilon	NZ_CP038996.1	99.743	5449	12	2	1819002	1824449	2778276	2772829	0.0	9984
tig00000001_pilon	NZ_CP038996.1	99.652	5464	15	4	1819032	1824493	2440584	2435123	0.0	9982
tig00000001_pilon	NZ_CP038996.1	99.706	5451	12	4	1393557	1399005	424589	419141	0.0	9974
tig00000001_pilon	NZ_CP038996.1	99.634	5466	11	9	2355200	2360661	2440627	2435167	0.0	9974
tig00000001_pilon	NZ_CP038996.1	99.597	5462	19	3	1818990	1824449	2059679	2054219	0.0	9961
tig00000001_pilon	NZ_CP038996.1	99.561	5463	19	5	2355202	2360661	419129	424589	0.0	9950
tig00000001_pilon	NZ_CP038996.1	99.797	5420	7	4	1393557	1398974	2435167	2440584	0.0	9945
tig00000001_pilon	NZ_CP038996.1	99.797	5418	10	1	1067107	1072523	2054219	2059636	0.0	9943
tig00000001_pilon	NZ_CP038996.1	99.542	5454	21	4	1067073	1072523	424623	419171	0.0	9930
tig00000001_pilon	NZ_CP038996.1	99.705	5418	14	2	1067107	1072523	2772829	2778245	0.0	9915
tig00000001_pilon	NZ_CP038996.1	99.829	5277	9	0	1163197	1168473	934397	929121	0.0	9696
tig00000001_pilon	NZ_CP038996.1	99.811	5278	9	1	776195	781472	2535810	2541086	0.0	9690
tig00000001_pilon	NZ_CP038996.1	99.841	5028	8	0	2756321	2761348	1692378	1687351	0.0	9241
